Updated Species Name (from Wilson & Reeder Mammal Species of the World)	Species Name (from original article)	Order	Brain Volume	Brain Volume Standard Deviation	Brain Mass (g)	Brain Mass Standard Deviation	Body Mass (g)	Body Mass Standard Deviation	Sex	No. Individuals	Age Class	Source	Notes
Semnopithecus entellus	Semnopithecus entellus	Primates			117		6647		M	1	NA	Spitzka 1903	
Semnopithecus entellus	Semnopithecus entellus	Primates			111.5		7010		NA	1	Adult	Warncke 1908	
Semnopithecus entellus	Semnopithecus entellus	Primates			105		4400		NA	1	Subadult	Warncke 1908	
Semopithecus sp.	Semnopithecus leucoprymnus	Primates			67.2				NA	1	NA	Warncke 1908	
Semopithecus sp.	Semnopithecus leucoprymnus	Primates			55.8		1375		NA	1	Juvenile	Warncke 1908	
Setifer setosus	Setifer setosus	Afrosoricida			1.51		248		NA	2	Adult	Stephan 1981	Age class estimated from body mass
Setonix brachyurus	Setonix brachyurus	Diprotodontia	13.9	1.3	14.4004		191	605	NA	11	Not Adult	Ashwell 2007	Age class estimated from body mass
Sigmodon hispidus	Sigmodon hispidus	Rodentia			1.14		132.5		M&F	NA	Adult	Mace 1981	"Brain mass corrected, subtracted 0.59g from brain weight, see Isler 2006"
Simias concolor	Simia satyrus	Primates			381		NA		NA	1	NA	Warncke 1908	
Sminthopsis bindi	Sminthopsis bindi	Dasyuromorphia	0.35		0.3626		13.6		NA	1	NA	Ashwell 2007	
Sminthopsis crassicaudata	Sminthopsis crassicaudata	Dasyuromorphia	0.36	0.039	0.37296		13.3	3.6	NA	20	Adult	Ashwell 2007	Age class estimated from body mass
Sminthopsis douglasi	Sminthopsis douglasi	Dasyuromorphia	0.35	0.02	0.3626		17.1	0.3	NA	2	NA	Ashwell 2007	
Sminthopsis griseoventer	Sminthopsis griseoventer	Dasyuromorphia	0.49		0.50764		19.8		NA	1	Adult	Ashwell 2007	Age class estimated from body mass
Sminthopsis hirtipes	Sminthopsis hirtipes	Dasyuromorphia	0.41		0.42476		9		NA	1	Not Adult	Ashwell 2007	Age class estimated from body mass
Sminthopsis leucopus	Sminthopsis leucopus	Dasyuromorphia	0.41	0.06	0.42476		12.4	4	NA	21	Not Adult	Ashwell 2007	Age class estimated from body mass
Sminthopsis macroura	Sminthopsis macroura	Dasyuromorphia	0.4	0.05	0.4144		17	6.6	NA	5	Adult	Ashwell 2007	Age class estimated from body mass
Sminthopsis murina	Sminthopsis murina	Dasyuromorphia	0.44	0.06	0.45584		15.9	3.8	NA	15	Not Adult	Ashwell 2007	Age class estimated from body mass
Sminthopsis virginiae	Sminthopsis virginiae	Dasyuromorphia	0.34		0.35224		10.5		NA	1	Not Adult	Ashwell 2007	Age class estimated from body mass
Solenodon paradoxus	Solenodon paradoxus	Eulipotyphla			4.67		900		NA	2	Adult	Stephan 1981	Age class estimated from body mass
Sorex araneus	Sorex araneus	Eulipotyphla			0.2		10.3		NA	5	Adult	Stephan 1981	Age class estimated from body mass
Sorex araneus 	Sorex araneus 	Eulipotyphla			0.25		7.5		M&F	NA	Adult	Mace 1981	
Sorex arcticus	Sorex arcticus	Eulipotyphla			0.27		8.2		M&F	NA	Adult	Mace 1981	
Sorex cinereus	Sorex cinereus	Eulipotyphla			0.17		3.9		M&F	NA	Adult	Mace 1981	
Sorex fumeus	Soerex fumeus	Eulipotyphla			0.21		8.9		M&F	NA	Adult	Mace 1981	
Sorex hoyi	Microsorex hoyi	Eulipotyphla			0.08		3.5		M&F	NA	Adult	Mace 1981	
Sorex hoyi	Microsorex hoyi	Eulipotyphla			0.107		2.6		NA	1	Adult	Stolzenburg 1989	Age class estimated from body mass
Sorex minutus	Sorex minutus	Eulipotyphla			0.15		3.9		M&F	NA	Adult	Mace 1981	
Sorex minutus	Sorex minutus	Eulipotyphla			0.11		5.3		NA	1	Adult	Stephan 1981	Age class estimated from body mass
Sorex monticolus	Sorex obscurus	Eulipotyphla			0.23		6.3		M&F	NA	Adult	Mace 1981	
Sorex ornatus	Sorex ornatus	Eulipotyphla			0.12		5		M&F	NA	Adult	Mace 1981	
Sorex palustris	Sorex palustris	Eulipotyphla			0.31		11.9		M&F	NA	Adult	Mace 1981	
Sorex sp.	Sorex	Eulipotyphla	0.24		0.24864		NA		NA	1	NA	Haug 1987	
Sorex trowbridgii	Sorex trowbridgil	Eulipotyphla			0.21		5.3		M&F	NA	Adult	Mace 1981	
Sorex vagrans	Sorex vagrans	Eulipotyphla			0.17		5.3		M&F	NA	Adult	Mace 1981	
Sotalia fluviatilis	Sotalia fluviatilis	Cetartiodactyla			NA		NA		NA	NA	NA	Marino 2004	
Spalacopus cyanus	Spalacopus cyanus	Rodentia			1.58		93		M&F	NA	Adult	Mace 1981	"Brain mass corrected, subtracted 0.59g from brain weight, see Isler 2006"
Spalax ehrenbergi	Nannospalax ehrenbergi	Rodentia			0.51		50		NA	1	Adult	Glendenning 1998	
Spalax ehrenbergi	Spalax ehrenbergi	Rodentia			1.88		197		M&F	NA	Adult	Mace 1981	"Brain mass corrected, subtracted 0.59g from brain weight, see Isler 2006"
Spalax leucodon	Spalax hungaricus	Rodentia			3		122		NA	1	NA	Warncke 1908	
Spermophilopsis leptodactylus	Spermophilopsis leptodactylus	Rodentia			6.18		495		M&F	NA	Adult	Mace 1981	"Body mass estimated from Silva & Downing 1995; Brain mass corrected, subtracted 0.59g from brain weight, see Isler 2006"
Spermophilus beecheyi	Spermophilus beecheyi	Rodentia			5.12		587.5		M&F	NA	Adult	Mace 1981	"Brain mass corrected, subtracted 0.59g from brain weight, see Isler 2006"
Spermophilus beldingi	Spermophilus beldingi	Rodentia			3.28		262.9		M&F	NA	Adult	Mace 1981	"Brain mass corrected, subtracted 0.59g from brain weight, see Isler 2006"
Spermophilus columbianus	Spermophilus columbianus	Rodentia	3.7	0.208	3.8332	0.215488	482	77.6	F	46	Adult	Iwaniuk 2001	Took brain endocranial volume and multiplied by 1.036 to convert to grams
Spermophilus columbianus	Spermophilus columbianus	Rodentia	3.75	2.232	3.885	2.312352	529	120.4	M	35	Adult	Iwaniuk 2001	Took brain endocranial volume and multiplied by 1.036 to convert to grams
Spermophilus columbianus	Spermophilus columbianus	Rodentia			3.5		453.6		M&F	NA	Adult	Mace 1981	"Brain mass corrected, subtracted 0.59g from brain weight, see Isler 2006"
Spermophilus franklinli	Spermophilus franklinli	Rodentia			3.82		455.5		M&F	NA	Adult	Mace 1981	"Brain mass corrected, subtracted 0.59g from brain weight, see Isler 2006"
Spermophilus lateralis	Spermophilus lateralis	Rodentia	3.25	0.175	3.367	0.1813	217	46.4	M	8	Adult	Iwaniuk 2001	Took brain endocranial volume and multiplied by 1.036 to convert to grams
Spermophilus lateralis	Spermophilus lateralis	Rodentia	3.13	0.147	3.24268	0.152292	246	47.2	F	20	Adult	Iwaniuk 2001	Took brain endocranial volume and multiplied by 1.036 to convert to grams
Spermophilus lateralis	Spermophilus lateralis	Rodentia			3.01		166.1		M&F	NA	Adult	Mace 1981	"Brain mass corrected, subtracted 0.59g from brain weight, see Isler 2006"
Spermophilus parryii	Citellus paryii paryii	Rodentia			5.63		878		M	5	Adult	Crile & Quiring 1940	Age class estimated from body mass
Spermophilus parryii	Citellus paryii paryii	Rodentia			5.74		958		F	3	Adult	Crile & Quiring 1940	Age class estimated from body mass
Spermophilus parryii	Spermophilus parryii	Rodentia	4.15	0.437	4.2994	0.452732	482	91	F	7	Adult	Iwaniuk 2001	Took brain endocranial volume and multiplied by 1.036 to convert to grams
Spermophilus parryii	Spermophilus parryii	Rodentia	5.23	0.404	5.41828	0.418544	756	128.9	M	3	Adult	Iwaniuk 2001	Took brain endocranial volume and multiplied by 1.036 to convert to grams
Spermophilus parryii	Spermophilus parryi	Rodentia			5.14		744.6		M&F	NA	Adult	Mace 1981	"Brain mass corrected, subtracted 0.59g from brain weight, see Isler 2006"
Spermophilus richardsonii	Spermophilus richardsonii	Rodentia	3.23	0.224	3.34628	0.232064	354	52.5	F	49	Adult	Iwaniuk 2001	Took brain endocranial volume and multiplied by 1.036 to convert to grams
Spermophilus richardsonii	Spermophilus richardsonii	Rodentia	3.48	0.222	3.60528	0.229992	361	76.9	M	42	Adult	Iwaniuk 2001	Took brain endocranial volume and multiplied by 1.036 to convert to grams
Spermophilus richardsonii	Spermophilus richardsonii	Rodentia			3.17		316		M&F	NA	Adult	Mace 1981	"Brain mass corrected, subtracted 0.59g from brain weight, see Isler 2006"
Spermophilus sp.	Callospermophilus	Rodentia			3		NA		M	1	NA	Crile & Quiring 1940	
Spermophilus tereticaudus	Spermophilus tereticaudus	Rodentia			1.82		156.6		M&F	NA	Adult	Mace 1981	"Brain mass corrected, subtracted 0.59g from brain weight, see Isler 2006"
Spermophilus townsendii	Spermophilus townsendii	Rodentia			2.06		199		M&F	NA	Adult	Mace 1981	"Brain mass corrected, subtracted 0.59g from brain weight, see Isler 2006"
Spermophilus tridecemlineatus	Citellus tridecemlineatus	Rodentia			2		NA		M	1	NA	Crile & Quiring 1940	
Spermophilus tridecemlineatus	Spermophilus tridecemlineatus	Rodentia	2.27	0.13	2.35172	0.13468	139	36.1	F	12	Adult	Iwaniuk 2001	Took brain endocranial volume and multiplied by 1.036 to convert to grams
Spermophilus tridecemlineatus	Spermophilus tridecemlineatus	Rodentia	2.41	0.14	2.49676	0.14504	153	20.1	M	19	Adult	Iwaniuk 2001	Took brain endocranial volume and multiplied by 1.036 to convert to grams
Spermophilus tridecemlineatus	Spermophilus tridecemlineatus	Rodentia			2.43		175		M&F	NA	Adult	Mace 1981	"Brain mass corrected, subtracted 0.59g from brain weight, see Isler 2006"
Spermophilus tridecemlineatus	Ictidomys tridecim lineatus	Rodentia			2.2		200		NA	1	Adult	Warncke 1908	
Spermophilus tridecemlineatus	Ictidomys tridecim lineatus	Rodentia			2.4		115		NA	1	Adult	Warncke 1908	
Spermophilus undulatus	Spermophilus undulatus	Rodentia			4.84		725.3		M&F	NA	Adult	Mace 1981	"Brain mass corrected, subtracted 0.59g from brain weight, see Isler 2006"
Spilocuscus kraemeri	Spilocuscus kraemeri	Diprotodontia	11.5	1.4	11.914		1547	500	NA	7	NA	Ashwell 2007	
Spilocuscus maculatus	Spilocuscus maculatus	Diprotodontia	13.4	3.1	13.8824		3127	1257	NA	8	Adult	Ashwell 2007	Age class estimated from body mass
Spilocuscus rufoniger	Spilocuscus rufoniger	Diprotodontia	16.8	1.2	17.4048		6181	595	NA	3	NA	Ashwell 2007	
Spilogale gracilis	Spilogale arizonae arizonae	Carnivora			6		NA		F	1	NA	Crile & Quiring 1940	
Stenella coeruleoalba	Stenella styx	Cetartiodactyla			692		35000		M	1	NA	Pilleri & Busnel 1969	
Stenella coeruleoalba	Stenella styx	Cetartiodactyla			795		36000		F	1	Not Adult	Pilleri & Busnel 1969	Age class estimated from body mass
Stenella coeruleoalba	Stenella styx	Cetartiodactyla			805		42000		M	1	NA	Pilleri & Busnel 1969	
Stenella coeruleoalba	Stenella styx	Cetartiodactyla			690		45000		F	1	Not Adult	Pilleri & Busnel 1969	Age class estimated from body mass
Stenella coeruleoalba	Stenella styx	Cetartiodactyla			840		51000		M	1	NA	Pilleri & Busnel 1969	
Stenella coeruleoalba	Stenella styx	Cetartiodactyla			835		71000		M	1	NA	Pilleri & Busnel 1969	
Stenella coeruleoalba	Stenella styx	Cetartiodactyla			980		62000		F	1	Adult	Pilleri & Busnel 1969	Age class estimated from body mass
Stenella coeruleoalba	Stenella styx	Cetartiodactyla			930		63000		F	1	Adult	Pilleri & Busnel 1969	Age class estimated from body mass
Stenella coeruleoalba	Stenella styx	Cetartiodactyla			785		64000		F	1	Adult	Pilleri & Busnel 1969	Age class estimated from body mass
Stenella coeruleoalba	Stenella styx	Cetartiodactyla			840		65000		F	1	Adult	Pilleri & Busnel 1969	Age class estimated from body mass
Stenella longirostris	Stenella longirostris	Cetartiodactyla			NA		NA		NA	NA	NA	Marino 2004	
Stenella longirostris	Stenella longirostris orientalis	Cetartiodactyla			450		33600		F	1	Adult	Marino 2004	Paper states animal was sexually immature though morpologically adult
Stenella sp.	Stenella	Cetartiodactyla			646		NA		NA	11	NA	Ridgway & Brownson 1979	
Strigocuscus pelengensis	Strigocuscus pelengensis	Diprotodontia	6.22	0.43	6.44392		991	153	NA	7	NA	Ashwell 2007	
Sturnira lilium	Sturnira lilium	Chiroptera			0.52		17.1		NA	23	Adult	Pirlot & Stephan 1970	
Suncus etruscus	Suncus etruscus	Eulipotyphla			0.08		2.2		M&F	NA	Adult	Mace 1981	
Suncus etruscus	Suncus etruscus	Eulipotyphla			0.062		2.28		NA	1	Adult	Stolzenburg 1989	Age class estimated from body mass
Suncus murinus	Suncus murninus	Eulipotyphla			0.39		35		M&F	NA	Adult	Mace 1981	
Suncus murinus	Suncus murinus	Eulipotyphla			0.38		35.5		NA	1	Not Adult	Stephan 1981	Age class estimated from body mass
Surdisorex polulus	Surdisorex pollunius	Eulipotyphla			0.4		18.6		M&F	NA	Adult	Mace 1981	
Sus scrofa	Sus scropha domestica	Cetartiodactyla			169.8		86772.72727		NA	1	Adult	Warncke 1908	Body mass estimated from Silva & Downing 1995
Sus scrofa	Sus scropha domestica	Cetartiodactyla			70.2		2215		NA	1	Juvenile	Warncke 1908	Estimated age of species: 6 weeks
Sus scrofa	Sus scropha domestica	Cetartiodactyla			60.6		2770		NA	1	Juvenile	Warncke 1908	Estimated age of species: 1 month
Sus scrofa	Sus scropha domestica	Cetartiodactyla			57.6		2750		NA	1	Juvenile	Warncke 1908	Estimated age of species: 5-6 weeks
Sus scrofa	Sus scropha domestica	Cetartiodactyla			47.7		1000		NA	1	Juvenile	Warncke 1908	Estimated age of species: 2-3 weeks
Sus scrofa	Sus scropha domestica	Cetartiodactyla			28.8		478		NA	1	Newborn	Warncke 1908	
Sylvilagus audubonii	Silvilagus auduboni	Lagomorpha			7.25		NA		M	2	NA	Crile & Quiring 1940	
Sylvilagus audubonii	Sylvilagus audubonii	Lagomorpha			6.07		792.5		M&F	NA	Adult	Mace 1981	
Sylvilagus bachmani	Sylvilagus bachmani	Lagomorpha			6.58		712.4		M&F	NA	Adult	Mace 1981	
Sylvilagus brasiliensis	Silvilagus gabbi messorius	Lagomorpha			4.5		439		NA	2	Adult	Crile & Quiring 1940	
Sylvilagus floridanus	Sylvilagus floridanus	Lagomorpha			7.56		1036		M&F	NA	Adult	Mace 1981	
Symphalangus syndactylus	Symphalangus syndactylus	Primates			128		11793		F	1	Adult	Hrdlicka 1925	Weighed about 6 months after laying in preservative (10% formalin)
Symphalangus syndactylus	Symphalangus syndactylus	Primates			139.5		12701		F	1	Adult	Hrdlicka 1925	
Symphalangus syndactylus	Symphalangus syndactylus	Primates			133		12744		M	1	Adult	Hrdlicka 1925	Weighed about 6 months after laying in preservative (10% formalin)
Symphalangus syndactylus	Symphalangus syndactylus	Primates			138.7		11450		M	1	Adult	Sherwood data/this study	Estimated age of species: 33y; Body mass estimated from Silva & Downing 1995
Symphalangus syndactylus	Hylobates syndactylus	Primates			104		2774		NA	1	Juvenile	Warncke 1908	
Synaptomys cooperi	Synaptomys cooperi	Rodentia			0.59		23.8		M&F	NA	Adult	Mace 1981	"Brain mass corrected, subtracted 0.59g from brain weight, see Isler 2006"
Syncerus caffer	Syncerus caffer caffer	Cetartiodactyla			653		759000		M	1	Adult	Crile & Quiring 1940	Age class estimated from body mass
Syncerus caffer	Syncerus caffer radcliffei	Cetartiodactyla			642		571880		F	1	Adult	Quiring 1938	Age class estimated from body mass
Tachyoryctes splendens	Tachyoryctes splendens	Rodentia			1.88		234		M&F	NA	Adult	Mace 1981	"Brain mass corrected, subtracted 0.59g from brain weight, see Isler 2006"
Talpa europaea	Talpa europaeus	Eulipotyphla	1.4		1.4504		NA		NA	1	NA	Haug 1987	
Talpa europaea	Talpa europaea	Eulipotyphla			1.69		80.5		M&F	NA	Adult	Mace 1981	
Talpa europaea	Talpa europaea	Eulipotyphla			1.02		76		NA	2	Adult	Stephan 1981	Age class estimated from body mass
Talpa europaea	Talpa europaea	Eulipotyphla			1.5		77		NA	1	Adult	Warncke 1908	
Talpa sp.	Talpa	Eulipotyphla			1.5		77		NA	1	NA	Campell (Clark 1959)	
Tamandua sp.	Tamanduas tetradactyla chiriquensis	Xenarthra			23		1409		NA	1	Juvenile	Crile & Quiring 1940	
Tamandua tetradactyla	Tamandua tetradactlya	Xenarthra			30		5030		F		Adult	Sherwood data/this study	Estimated age of species: > 6 yr; Body mass estimated from Silva & Downing 1995
Tamandua tetradactyla	Tamandua bivittata	Xenarthra			21		930		F	1	Not Adult	Spitzka 1903	Age class estimated from body mass
Tamandua tetradactyla 	Tamanduas tetradactyla chiriquensis	Xenarthra			25		3692		M&F	2	Adult	Crile & Quiring 1940	
Tamias amoenus	Eutamias amoenus	Rodentia			1.39		50.8		M&F	NA	Adult	Mace 1981	"Brain mass corrected, subtracted 0.59g from brain weight, see Isler 2006"
Tamias dorsalis	Eutamias dorsalis	Rodentia			1.98		62.2		M&F	NA	Adult	Mace 1981	"Brain mass corrected, subtracted 0.59g from brain weight, see Isler 2006"
Tamias minimus	Eutamias minimus	Rodentia			1.6		45.3		M&F	NA	Adult	Mace 1981	"Brain mass corrected, subtracted 0.59g from brain weight, see Isler 2006"
Tamias palmeri	Eutamias palmeri	Rodentia			1.99		60.8		M&F	NA	Adult	Mace 1981	"Brain mass corrected, subtracted 0.59g from brain weight, see Isler 2006"
Tamias panamintinus	Eutamias panamintinus	Rodentia			1.83		51.2		M&F	NA	Adult	Mace 1981	"Brain mass corrected, subtracted 0.59g from brain weight, see Isler 2006"
Tamias quadrimaculatus	Eutamias quadrimaculatus	Rodentia			2.16		82.3		M&F	NA	Adult	Mace 1981	"Brain mass corrected, subtracted 0.59g from brain weight, see Isler 2006"
Tamias quadrivittatus	Eutamias quadrivittatus	Rodentia			1.7		62.3		M&F	NA	Adult	Mace 1981	"Brain mass corrected, subtracted 0.59g from brain weight, see Isler 2006"
Tamias speciosus	Eutamias speciosus	Rodentia			1.86		59.9		M&F	NA	Adult	Mace 1981	"Brain mass corrected, subtracted 0.59g from brain weight, see Isler 2006"
Tamias striatus	Tamias striatus fisheri	Rodentia			2.22		75		M	2	Not Adult	Crile & Quiring 1940	Age class estimated from body mass
Tamias striatus	Tamias striatus fisheri	Rodentia			1.6		NA		F	2	NA	Crile & Quiring 1940	
Tamias striatus	Tamias striatus fisheri	Rodentia			1.73		NA		M	4	NA	Crile & Quiring 1940	
Tamias striatus	Tamias striatus	Rodentia			2.17		94.3		M&F	NA	Adult	Mace 1981	"Brain mass corrected, subtracted 0.59g from brain weight, see Isler 2006"
Tamias townsendii	Eutamias townsendii	Rodentia			2.44		89.4		M&F	NA	Adult	Mace 1981	"Brain mass corrected, subtracted 0.59g from brain weight, see Isler 2006"
Tamiasciurus hudsonicus	Tamiasciurus hudsonicus	Rodentia			3.83		188.9		M&F	NA	Adult	Mace 1981	"Brain mass corrected, subtracted 0.59g from brain weight, see Isler 2006"
Tamiops macclellandii	Tamiops macclellandii	Rodentia			1.95		39		M&F	NA	Adult	Mace 1981	"Brain mass corrected, subtracted 0.59g from brain weight, see Isler 2006"
Tapirus bairdii	Tapirella bairdii	Perissodactyla			85		14260		NA	1	Adult	Crile & Quiring 1940	
Tarsipes rostratus 	Tarsipes rostratus 	Diprotodontia	0.36		0.37296		9		NA	1	NA	Ashwell 2007	
Tarsius bancanus	Tarsius bancanus	Primates			2.7		77.6		F	1	Adult	Sherwood data/this study	"Estimated age of species: 17 y, 5 m; Body mass estimated from Silva & Downing 1995"
Tarsius tarsier	Tarsius sp.	Primates			3.6		125		NA	2	NA	Stephan 1981	
Tatera indica	Tatera indica	Rodentia			1.84		139.7		M&F	NA	Adult	Mace 1981	"Brain mass corrected, subtracted 0.59g from brain weight, see Isler 2006"
Tayassu pecari	Olidossus albirostris	Cetartiodactyla			139.6		32233.33333		NA	1	Adult	Warncke 1908	Body mass estimated from Silva & Downing 1995
Tayassu pecari	Olidossus albirostris	Cetartiodactyla			152		32233.33333		NA	1	Adult	Warncke 1908	Body mass estimated from Silva & Downing 1995
Tenrec ecaudatus	Tenrec ecaudatus	Afrosoricida			2.57		832		NA	3	Adult	Stephan 1981	Age class estimated from body mass
Theropithecus gelada	Papio obscurus	Primates			130		7710		F	1	Adult	Hrdlicka 1925	
Theropithecus gelada	Theropithecus obscurus	Primates			124		3570		NA	1	Juvenile	Warncke 1908	
Thomomys bottae	Thomonys fulvus fulvus	Rodentia			1.33		NA		F	5	NA	Crile & Quiring 1940	
Thomomys bottae	Thomonys fulvus fulvus	Rodentia			1.2		NA		M	2	NA	Crile & Quiring 1940	
Thomomys bottae	Thomomys bottae	Rodentia	1.48	0.04	1.53328	0.04144	185.2	27.6	M	7	Adult	Hafner 1984	Took brain endocranial volume and multiplied by 1.036 to convert to grams
Thomomys bottae	Thomomys bottae	Rodentia			1.41		140.7		M&F	NA	Adult	Mace 1981	"Brain mass corrected, subtracted 0.59g from brain weight, see Isler 2006"
Thomomys talpoides	Thomomys talpoides	Rodentia	1.06	0.04	1.09816	0.04144	90.6	6.9	M	3	Adult	Hafner 1984	Took brain endocranial volume and multiplied by 1.036 to convert to grams
Thomomys talpoides	Thomomys talpoides	Rodentia			1.98		120.7		M&F	NA	Adult	Mace 1981	"Brain mass corrected, subtracted 0.59g from brain weight, see Isler 2006"
Thryonomys swinderianus	Thryomomys swinderianus	Rodentia			13.28		1625		M&F	NA	Adult	Mace 1981	"Brain mass corrected, subtracted 0.59g from brain weight, see Isler 2006"
Thylacinus cynocephalus	Thylacinus cynocephalus	Dasyuromorphia	51.19	6.87	53.03284		28496	11651	NA	18	NA	Ashwell 2007	
Thylacinus cynocephalus	Thylacinus cynocephalus	Dasyuromorphia			45		NA		NA	1	Adult	Warncke 1908	"Paper states animal was ""mature"""
Thylamys elegans	Marmosa elegans	Didelphimorphia	0.71		0.73556		20.1		NA	1	Adult	Ashwell 2007	Age class estimated from body mass
Thylamys pallidior	Thylamys pallidior	Didelphimorphia	0.72		0.74592		20.7		NA	1	NA	Ashwell 2007	
Thylogale billardierii	Thylogale billardieri	Diprotodontia	22.1	2.6	22.8956		3618	734	NA	7	Adult	Ashwell 2007	Age class estimated from body mass
Thylogale browni	Thylogale browni	Diprotodontia	18.3	1.3	18.9588		3742	894	NA	9	NA	Ashwell 2007	
Thylogale brunii	Thylogale brunii	Diprotodontia	17.5		18.13		5000		NA	1	NA	Ashwell 2007	
Thylogale stigmatica	Thylogale stigmatica	Diprotodontia	17.8	3.5	18.4408		4416	332	NA	3	NA	Ashwell 2007	
Thylogale thetis	Thylogale thetis	Diprotodontia	19.2	1.8	19.8912		3694	1338	NA	3	Adult	Ashwell 2007	Age class estimated from body mass
Trachypithecus francoisi	Trachypithecus francoisi	Primates			91.2		NA		M	1	Juvenile	Sherwood data/this study	"Estimated age of species: 1y, 1m"
Trachypithecus francoisi	Trachypithecus francoisi	Primates			102.1		9100		M	1	Adult	Sherwood data/this study	Estimated age of species: 16 y;  Body mass estimated from Nowak 1991
